alert_id,timestamp,machine_id,operator_id,task_id,alert_type,severity,source,message,recommended_action,resolved
AL000728,2025-03-23 11:00:00,M0026,OP0027,,HIGH_IDLE,MEDIUM,operator_behavior,Idle ratio is significantly above operator baseline.,Recommend IDLE_MANAGEMENT training module.,True
AL000855,2025-03-25 06:00:00,M0022,OP0046,,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,True
AL000611,2025-03-25 14:44:00,M0020,OP0019,T00362,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,True
AL000251,2025-03-25 14:50:00,M0020,OP0019,T00362,SEATBELT,MEDIUM,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL001158,2025-03-25 16:22:24,M0037,OP0004,T00737,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,False
AL000450,2025-03-25 16:24:00,M0037,OP0004,T00737,SEATBELT,MEDIUM,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL000252,2025-03-25 18:30:00,M0020,OP0019,T00362,PROXIMITY,LOW,safety_events,Worker detected within the machine operating zone.,Pause operation and confirm clear zone before resuming.,True
AL000937,2025-03-25 19:07:06,M0035,OP0003,T00002,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,False
AL000158,2025-03-27 15:08:00,M0005,OP0007,T00244,SEATBELT,LOW,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL000159,2025-03-27 16:33:00,M0005,OP0007,T00244,SEATBELT,LOW,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL001169,2025-03-27 18:05:00,M0015,OP0040,T00773,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,True
AL001254,2025-03-27 19:00:00,M0033,,,ENVIRONMENTAL_RISK,MEDIUM,environment,"Hazardous environmental conditions (fog, visibility 76m).",Consider pausing operations until conditions improve.,True
AL000104,2025-03-28 15:05:00,M0026,OP0026,T00166,SEATBELT,HIGH,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,False
AL000551,2025-03-29 09:44:00,M0019,OP0045,T00055,UNUSUAL_BEHAVIOR,HIGH,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,False
AL000040,2025-03-29 09:48:00,M0019,OP0045,T00055,SEATBELT,LOW,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,False
AL000041,2025-03-29 11:38:00,M0019,OP0045,T00055,SEATBELT,LOW,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL001240,2025-03-29 13:00:00,M0020,,,ENVIRONMENTAL_RISK,HIGH,environment,"Hazardous environmental conditions (storm, visibility 306m).",Consider pausing operations until conditions improve.,True
AL000042,2025-03-29 13:09:00,M0019,OP0045,T00055,SEATBELT,LOW,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL000043,2025-03-29 13:13:00,M0019,OP0045,T00055,SEATBELT,LOW,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL000952,2025-03-29 14:04:18,M0019,OP0045,T00055,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,False
AL001148,2025-03-29 14:53:36,M0025,OP0014,T00700,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,True
AL000430,2025-03-29 16:10:00,M0025,OP0014,T00700,SEATBELT,MEDIUM,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL001218,2025-03-29 19:00:00,M0026,,,ENVIRONMENTAL_RISK,HIGH,environment,"Hazardous environmental conditions (storm, visibility 368m).",Consider pausing operations until conditions improve.,True
AL000634,2025-03-30 07:19:00,M0031,OP0026,T00453,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,True
AL000297,2025-03-30 09:37:00,M0031,OP0026,T00453,PROXIMITY,HIGH,safety_events,Site vehicle detected within unsafe operating distance.,Coordinate with vehicle operator and increase clearance.,True
AL000462,2025-03-30 10:41:00,M0037,OP0034,T00752,UNUSUAL_BEHAVIOR,MEDIUM,safety_events,Machine speed exceeded safe operating threshold.,Coach operator on speed limits for this machine type.,True
AL001075,2025-03-30 12:28:36,M0031,OP0026,T00453,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,True
AL001193,2025-03-30 13:00:00,M0005,,,ENVIRONMENTAL_RISK,MEDIUM,environment,"Hazardous environmental conditions (fog, visibility 289m).",Consider pausing operations until conditions improve.,True
AL000138,2025-03-30 14:39:00,M0006,OP0022,T00211,SEATBELT,MEDIUM,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,False
AL000617,2025-03-30 15:49:00,M0025,OP0011,T00387,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,True
AL000139,2025-03-30 16:03:00,M0006,OP0022,T00211,SEATBELT,MEDIUM,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL000140,2025-03-30 18:04:00,M0006,OP0022,T00211,PROXIMITY,LOW,safety_events,Worker detected within the machine operating zone.,Pause operation and confirm clear zone before resuming.,True
AL000262,2025-03-30 18:19:00,M0025,OP0011,T00387,SEATBELT,HIGH,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,False
AL000172,2025-03-31 09:00:00,M0029,OP0049,T00264,UNUSUAL_BEHAVIOR,MEDIUM,safety_events,Machine speed exceeded safe operating threshold.,Coach operator on speed limits for this machine type.,True
AL000546,2025-03-31 10:50:00,M0001,OP0033,T00039,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,True
AL000567,2025-03-31 11:17:00,M0036,OP0031,T00132,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,False
AL000027,2025-03-31 12:22:00,M0001,OP0033,T00039,PROXIMITY,MEDIUM,safety_events,Site vehicle detected within unsafe operating distance.,Coordinate with vehicle operator and increase clearance.,True
AL000079,2025-03-31 13:27:00,M0036,OP0031,T00132,SEATBELT,HIGH,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL001246,2025-03-31 19:00:00,M0004,,,ENVIRONMENTAL_RISK,HIGH,environment,"Hazardous environmental conditions (storm, visibility 312m).",Consider pausing operations until conditions improve.,False
AL000614,2025-04-01 10:36:00,M0027,OP0027,T00375,HIGH_IDLE,MEDIUM,operator_behavior,Idle ratio is significantly above operator baseline.,Recommend IDLE_MANAGEMENT training module.,True
AL000615,2025-04-01 10:36:00,M0027,OP0027,T00375,UNUSUAL_BEHAVIOR,HIGH,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,True
AL000255,2025-04-01 11:14:00,M0027,OP0027,T00375,PROXIMITY,LOW,safety_events,Worker detected within the machine operating zone.,Pause operation and confirm clear zone before resuming.,True
AL001173,2025-04-01 13:16:24,M0002,OP0024,T00805,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,False
AL000256,2025-04-01 13:42:00,M0027,OP0027,T00375,SEATBELT,LOW,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL000257,2025-04-01 13:47:00,M0027,OP0027,T00375,PROXIMITY,MEDIUM,safety_events,Site vehicle detected within unsafe operating distance.,Coordinate with vehicle operator and increase clearance.,True
AL001049,2025-04-01 16:02:42,M0027,OP0027,T00375,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,False
AL000053,2025-04-01 16:57:00,M0033,OP0025,T00081,PROXIMITY,LOW,safety_events,Worker detected within the machine operating zone.,Pause operation and confirm clear zone before resuming.,True
AL000959,2025-04-02 03:19:30,M0033,OP0025,T00081,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,True
AL000804,2025-04-02 06:00:00,M0037,OP0029,,HIGH_IDLE,MEDIUM,operator_behavior,Idle ratio is significantly above operator baseline.,Recommend IDLE_MANAGEMENT training module.,True
AL000024,2025-04-02 11:08:00,M0006,OP0027,T00037,PROXIMITY,MEDIUM,safety_events,Worker detected within the machine operating zone.,Pause operation and confirm clear zone before resuming.,True
AL000612,2025-04-02 11:30:00,M0023,OP0050,T00364,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,True
AL001264,2025-04-02 13:00:00,M0009,,,ENVIRONMENTAL_RISK,MEDIUM,environment,"Hazardous environmental conditions (fog, visibility 297m).",Consider pausing operations until conditions improve.,False
AL001046,2025-04-02 18:28:54,M0023,OP0050,T00364,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,True
AL000419,2025-04-03 09:10:00,M0011,OP0030,T00684,PROXIMITY,LOW,safety_events,Unsafe reversing maneuver detected.,Reinforce spotter protocol for reversing operations.,True
AL001141,2025-04-03 09:10:42,M0011,OP0030,T00684,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,False
AL000555,2025-04-03 10:13:00,M0032,OP0054,T00083,UNUSUAL_BEHAVIOR,HIGH,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,False
AL000054,2025-04-03 11:32:00,M0032,OP0054,T00083,PROXIMITY,HIGH,safety_events,Worker detected within the machine operating zone.,Pause operation and confirm clear zone before resuming.,True
AL000055,2025-04-03 11:57:00,M0032,OP0054,T00083,PROXIMITY,MEDIUM,safety_events,Worker detected within the machine operating zone.,Pause operation and confirm clear zone before resuming.,True
AL000814,2025-04-04 06:00:00,M0029,OP0045,,UNUSUAL_BEHAVIOR,HIGH,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,True
AL000484,2025-04-04 09:02:00,M0007,OP0049,T00789,UNUSUAL_BEHAVIOR,LOW,safety_events,Harsh braking event detected.,Review braking technique with operator.,True
AL000880,2025-04-04 12:00:00,M0017,OP0045,,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,False
AL000882,2025-04-05 06:00:00,M0006,OP0016,,HIGH_IDLE,MEDIUM,operator_behavior,Idle ratio is significantly above operator baseline.,Recommend IDLE_MANAGEMENT training module.,True
AL000712,2025-04-05 06:00:00,M0006,OP0009,,HIGH_IDLE,MEDIUM,operator_behavior,Idle ratio is significantly above operator baseline.,Recommend IDLE_MANAGEMENT training module.,True
AL000803,2025-04-05 12:00:00,M0041,OP0045,,HIGH_IDLE,MEDIUM,operator_behavior,Idle ratio is significantly above operator baseline.,Recommend IDLE_MANAGEMENT training module.,False
AL000381,2025-04-05 12:20:00,M0022,OP0046,T00608,UNUSUAL_BEHAVIOR,LOW,safety_events,Harsh braking event detected.,Review braking technique with operator.,True
AL000382,2025-04-05 12:34:00,M0022,OP0046,T00608,PROXIMITY,MEDIUM,safety_events,Obstacle detected within the machine operating zone.,Reassess path and clear or route around obstacle.,True
AL001009,2025-04-05 12:39:18,M0041,OP0002,T00245,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,True
AL001129,2025-04-05 14:18:24,M0014,OP0047,T00639,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,True
AL000540,2025-04-05 14:27:00,M0004,OP0028,T00007,HIGH_IDLE,MEDIUM,operator_behavior,Idle ratio is significantly above operator baseline.,Recommend IDLE_MANAGEMENT training module.,False
AL001255,2025-04-05 19:00:00,M0005,,,ENVIRONMENTAL_RISK,MEDIUM,environment,"Hazardous environmental conditions (fog, visibility 96m).",Consider pausing operations until conditions improve.,True
AL001283,2025-04-06 06:00:00,M0039,,,ENVIRONMENTAL_RISK,MEDIUM,environment,"Hazardous environmental conditions (fog, visibility 113m).",Consider pausing operations until conditions improve.,False
AL001265,2025-04-06 13:00:00,M0037,,,ENVIRONMENTAL_RISK,MEDIUM,environment,"Hazardous environmental conditions (fog, visibility 252m).",Consider pausing operations until conditions improve.,True
AL000468,2025-04-06 15:42:00,M0025,OP0017,T00764,PROXIMITY,HIGH,safety_events,Worker detected within the machine operating zone.,Pause operation and confirm clear zone before resuming.,False
AL001125,2025-04-06 16:03:12,M0027,OP0018,T00631,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,True
AL000469,2025-04-06 17:51:00,M0025,OP0017,T00764,SEATBELT,LOW,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL000771,2025-04-07 08:00:00,M0025,OP0019,,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,False
AL000582,2025-04-07 09:42:00,M0024,OP0010,T00184,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,True
AL000568,2025-04-07 11:11:00,M0036,OP0036,T00136,HIGH_IDLE,MEDIUM,operator_behavior,Idle ratio is significantly above operator baseline.,Recommend IDLE_MANAGEMENT training module.,True
AL000080,2025-04-07 12:41:00,M0036,OP0036,T00136,SEATBELT,LOW,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL001192,2025-04-07 13:00:00,M0037,,,ENVIRONMENTAL_RISK,HIGH,environment,"Hazardous environmental conditions (storm, visibility 358m).",Consider pausing operations until conditions improve.,False
AL000689,2025-04-07 14:34:00,M0038,OP0035,T00775,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,True
